country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Denmark,DK,DNK,208,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,36,Total,Units,%,Estimated value,,,15 years old
Denmark,DK,DNK,208,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,54,Total,Units,%,Estimated value,,,15 years old
Denmark,DK,DNK,208,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,62,Total,Units,%,Estimated value,,,15 years old
Denmark,DK,DNK,208,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,82,Total,Units,%,Estimated value,,,15 years old
Denmark,DK,DNK,208,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,82,Total,Units,%,Estimated value,,,15 years old
Denmark,DK,DNK,208,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,78,Total,Units,%,Estimated value,,,15 years old
Denmark,DK,DNK,208,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,80,Total,Units,%,Estimated value,,,15 years old
Dominica,DM,DMA,212,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,66,Total,Units,%,Estimated value,,,15 years old
Dominica,DM,DMA,212,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,67,Total,Units,%,Estimated value,,,15 years old
Dominica,DM,DMA,212,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,73,Total,Units,%,Estimated value,,,15 years old
Dominica,DM,DMA,212,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,65,Total,Units,%,Estimated value,,,15 years old
Dominican Republic,DO,DOM,214,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,34,Total,Units,%,Estimated value,,,15 years old
Dominican Republic,DO,DOM,214,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,30,Total,Units,%,Estimated value,,,15 years old
Dominican Republic,DO,DOM,214,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,6,Total,Units,%,Estimated value,,,15 years old
Dominican Republic,DO,DOM,214,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,4,Total,Units,%,Estimated value,,,15 years old
Dominican Republic,DO,DOM,214,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,8,Total,Units,%,Estimated value,,,15 years old
Dominican Republic,DO,DOM,214,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,13,Total,Units,%,Estimated value,,,15 years old
Dominican Republic,DO,DOM,214,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,66,Total,Units,%,Estimated value,,,15 years old
Ecuador,EC,ECU,218,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,81,Total,Units,%,Estimated value,,,15 years old
Ecuador,EC,ECU,218,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,99,Total,Units,%,Estimated value,,,15 years old
Ecuador,EC,ECU,218,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,95,Total,Units,%,Estimated value,,,15 years old
Ecuador,EC,ECU,218,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,86,Total,Units,%,Estimated value,,,15 years old
Ecuador,EC,ECU,218,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,72,Total,Units,%,Estimated value,,,15 years old
Ecuador,EC,ECU,218,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,54,Total,Units,%,Estimated value,,,15 years old
Ecuador,EC,ECU,218,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,35,Total,Units,%,Estimated value,,,15 years old
Ecuador,EC,ECU,218,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,2,Total,Units,%,Estimated value,,,15 years old
Ecuador,EC,ECU,218,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,52,Total,Units,%,Estimated value,,,15 years old
Ecuador,EC,ECU,218,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,50,Total,Units,%,Estimated value,,,15 years old
El Salvador,SV,SLV,222,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,24,Total,Units,%,Estimated value,,,15 years old
El Salvador,SV,SLV,222,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,34,Total,Units,%,Estimated value,,,15 years old
El Salvador,SV,SLV,222,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,36,Total,Units,%,Estimated value,,,15 years old
Eritrea,ER,ERI,232,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,78,Total,Units,%,Estimated value,,,15 years old
Estonia,EE,EST,233,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,46,Total,Units,%,Estimated value,,,15 years old
Estonia,EE,EST,233,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,55,Total,Units,%,Estimated value,,,15 years old
Estonia,EE,EST,233,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,54,Total,Units,%,Estimated value,,,15 years old
Estonia,EE,EST,233,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,56,Total,Units,%,Estimated value,,,15 years old
Estonia,EE,EST,233,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,43,Total,Units,%,Estimated value,,,15 years old
Estonia,EE,EST,233,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,52,Total,Units,%,Estimated value,,,15 years old
Swaziland,SZ,SWZ,748,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,59,Total,Units,%,Estimated value,,,15 years old
Ethiopia,ET,ETH,231,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,24,Total,Units,%,Estimated value,,,15 years old
Ethiopia,ET,ETH,231,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,24,Total,Units,%,Estimated value,,,15 years old
Ethiopia,ET,ETH,231,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,22,Total,Units,%,Estimated value,,,15 years old
Ethiopia,ET,ETH,231,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,25,Total,Units,%,Estimated value,,,15 years old
Ethiopia,ET,ETH,231,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,29,Total,Units,%,Estimated value,,,15 years old
Fiji,FJ,FJI,242,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,53,Total,Units,%,Estimated value,,,15 years old
Fiji,FJ,FJI,242,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,80,Total,Units,%,Estimated value,,,15 years old
Fiji,FJ,FJI,242,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,60,Total,Units,%,Estimated value,,,15 years old
Fiji,FJ,FJI,242,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,47,Total,Units,%,Estimated value,,,15 years old
Fiji,FJ,FJI,242,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,50,Total,Units,%,Estimated value,,,15 years old
Fiji,FJ,FJI,242,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,45,Total,Units,%,Estimated value,,,15 years old
Fiji,FJ,FJI,242,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,52,Total,Units,%,Estimated value,,,15 years old
Fiji,FJ,FJI,242,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,89,Total,Units,%,Estimated value,,,15 years old
Fiji,FJ,FJI,242,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,50,Total,Units,%,Estimated value,,,15 years old
Fiji,FJ,FJI,242,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,49,Total,Units,%,Estimated value,,,15 years old
Fiji,FJ,FJI,242,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,68,Total,Units,%,Estimated value,,,15 years old
Finland,FI,FIN,246,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,55,Total,Units,%,Estimated value,,,15 years old
Finland,FI,FIN,246,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,64,Total,Units,%,Estimated value,,,15 years old
Finland,FI,FIN,246,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,62,Total,Units,%,Estimated value,,,15 years old
Finland,FI,FIN,246,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,60,Total,Units,%,Estimated value,,,15 years old
Finland,FI,FIN,246,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,61,Total,Units,%,Estimated value,,,15 years old
Finland,FI,FIN,246,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,61,Total,Units,%,Estimated value,,,15 years old
Finland,FI,FIN,246,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,61,Total,Units,%,Estimated value,,,15 years old
Finland,FI,FIN,246,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,70,Total,Units,%,Estimated value,,,15 years old
Finland,FI,FIN,246,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,70,Total,Units,%,Estimated value,,,15 years old
France,FR,FRA,250,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,25,Total,Units,%,Estimated value,,,15 years old
France,FR,FRA,250,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,22,Total,Units,%,Estimated value,,,15 years old
France,FR,FRA,250,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,17,Total,Units,%,Estimated value,,,15 years old
France,FR,FRA,250,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,16,Total,Units,%,Estimated value,,,15 years old
France,FR,FRA,250,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,13,Total,Units,%,Estimated value,,,15 years old
France,FR,FRA,250,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,20,Total,Units,%,Estimated value,,,15 years old
France,FR,FRA,250,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,21,Total,Units,%,Estimated value,,,15 years old
France,FR,FRA,250,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,24,Total,Units,%,Estimated value,,,15 years old
France,FR,FRA,250,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,24,Total,Units,%,Estimated value,,,15 years old
France,FR,FRA,250,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,33,Total,Units,%,Estimated value,,,15 years old
France,FR,FRA,250,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,37,Total,Units,%,Estimated value,,,15 years old
France,FR,FRA,250,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,42,Total,Units,%,Estimated value,,,15 years old
France,FR,FRA,250,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,45,Total,Units,%,Estimated value,,,15 years old
Gambia,GM,GMB,270,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,0,Total,Units,%,Estimated value,,,15 years old
Gambia,GM,GMB,270,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,23,Total,Units,%,Estimated value,,,15 years old
Gambia,GM,GMB,270,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,0,Total,Units,%,Estimated value,,,15 years old
Georgia,GE,GEO,268,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,12,Total,Units,%,Estimated value,,,15 years old
Georgia,GE,GEO,268,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,22,Total,Units,%,Estimated value,,,15 years old
Georgia,GE,GEO,268,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,31,Total,Units,%,Estimated value,,,15 years old
Georgia,GE,GEO,268,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,34,Total,Units,%,Estimated value,,,15 years old
Georgia,GE,GEO,268,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,40,Total,Units,%,Estimated value,,,15 years old
Germany,DE,DEU,276,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2010,27,Total,Units,%,Estimated value,,,15 years old
Germany,DE,DEU,276,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,27,Total,Units,%,Estimated value,,,15 years old
Germany,DE,DEU,276,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,27,Total,Units,%,Estimated value,,,15 years old
Germany,DE,DEU,276,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,29,Total,Units,%,Estimated value,,,15 years old
Germany,DE,DEU,276,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,31,Total,Units,%,Estimated value,,,15 years old
Germany,DE,DEU,276,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,33,Total,Units,%,Estimated value,,,15 years old
Germany,DE,DEU,276,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,37,Total,Units,%,Estimated value,,,15 years old
Germany,DE,DEU,276,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,40,Total,Units,%,Estimated value,,,15 years old
Germany,DE,DEU,276,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,43,Total,Units,%,Estimated value,,,15 years old
Germany,DE,DEU,276,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,47,Total,Units,%,Estimated value,,,15 years old
Germany,DE,DEU,276,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,51,Total,Units,%,Estimated value,,,15 years old
Germany,DE,DEU,276,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,54,Total,Units,%,Estimated value,,,15 years old
Germany,DE,DEU,276,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,54,Total,Units,%,Estimated value,,,15 years old
Germany,DE,DEU,276,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,54,Total,Units,%,Estimated value,,,15 years old
Grenada,GD,GRD,308,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,37,Total,Units,%,Estimated value,,,15 years old
Grenada,GD,GRD,308,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,28,Total,Units,%,Estimated value,,,15 years old
Grenada,GD,GRD,308,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,1,Total,Units,%,Estimated value,,,15 years old
Grenada,GD,GRD,308,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,5,Total,Units,%,Estimated value,,,15 years old
Grenada,GD,GRD,308,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,1,Total,Units,%,Estimated value,,,15 years old
Guatemala,GT,GTM,320,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,31,Total,Units,%,Estimated value,,,15 years old
Guatemala,GT,GTM,320,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,24,Total,Units,%,Estimated value,,,15 years old
Guatemala,GT,GTM,320,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,22,Total,Units,%,Estimated value,,,15 years old
Guatemala,GT,GTM,320,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,30,Total,Units,%,Estimated value,,,15 years old
Guatemala,GT,GTM,320,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,22,Total,Units,%,Estimated value,,,15 years old
Guatemala,GT,GTM,320,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,48,Total,Units,%,Estimated value,,,15 years old
Guyana,GY,GUY,328,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,2,Total,Units,%,Estimated value,,,15 years old
Guyana,GY,GUY,328,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,10,Total,Units,%,Estimated value,,,15 years old
Guyana,GY,GUY,328,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,5,Total,Units,%,Estimated value,,,15 years old
Guyana,GY,GUY,328,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,3,Total,Units,%,Estimated value,,,15 years old
Guyana,GY,GUY,328,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,8,Total,Units,%,Estimated value,,,15 years old
Guyana,GY,GUY,328,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,12,Total,Units,%,Estimated value,,,15 years old
Guyana,GY,GUY,328,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,15,Total,Units,%,Estimated value,,,15 years old
Guyana,GY,GUY,328,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,15,Total,Units,%,Estimated value,,,15 years old
Guyana,GY,GUY,328,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,26,Total,Units,%,Estimated value,,,15 years old
Guyana,GY,GUY,328,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,2,Total,Units,%,Estimated value,,,15 years old
Guyana,GY,GUY,328,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,12,Total,Units,%,Estimated value,,,15 years old
Guyana,GY,GUY,328,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,40,Total,Units,%,Estimated value,,,15 years old
Honduras,HN,HND,340,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,52,Total,Units,%,Estimated value,,,15 years old
Honduras,HN,HND,340,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,61,Total,Units,%,Estimated value,,,15 years old
Honduras,HN,HND,340,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,57,Total,Units,%,Estimated value,,,15 years old
Honduras,HN,HND,340,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,63,Total,Units,%,Estimated value,,,15 years old
Honduras,HN,HND,340,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,51,Total,Units,%,Estimated value,,,15 years old
Honduras,HN,HND,340,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,58,Total,Units,%,Estimated value,,,15 years old
Honduras,HN,HND,340,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,53,Total,Units,%,Estimated value,,,15 years old
Honduras,HN,HND,340,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,61,Total,Units,%,Estimated value,,,15 years old
Hungary,HU,HUN,348,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,75,Total,Units,%,Estimated value,,,15 years old
Hungary,HU,HUN,348,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,72,Total,Units,%,Estimated value,,,15 years old
Hungary,HU,HUN,348,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,73,Total,Units,%,Estimated value,,,15 years old
Hungary,HU,HUN,348,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,71,Total,Units,%,Estimated value,,,15 years old
Hungary,HU,HUN,348,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,76,Total,Units,%,Estimated value,,,15 years old
Hungary,HU,HUN,348,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,83,Total,Units,%,Estimated value,,,15 years old
Hungary,HU,HUN,348,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,80,Total,Units,%,Estimated value,,,15 years old
Hungary,HU,HUN,348,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,74,Total,Units,%,Estimated value,,,15 years old
Hungary,HU,HUN,348,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,75,Total,Units,%,Estimated value,,,15 years old
Iceland,IS,ISL,352,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,92,Total,Units,%,Estimated value,,,15 years old
Iceland,IS,ISL,352,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,87,Total,Units,%,Estimated value,,,15 years old
Iceland,IS,ISL,352,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,88,Total,Units,%,Estimated value,,,15 years old
Iceland,IS,ISL,352,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,89,Total,Units,%,Estimated value,,,15 years old
Iceland,IS,ISL,352,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,91,Total,Units,%,Estimated value,,,15 years old
Iceland,IS,ISL,352,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,87,Total,Units,%,Estimated value,,,15 years old
Iceland,IS,ISL,352,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,85,Total,Units,%,Estimated value,,,15 years old
Iceland,IS,ISL,352,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,93,Total,Units,%,Estimated value,,,15 years old
Iceland,IS,ISL,352,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,90,Total,Units,%,Estimated value,,,15 years old
Iceland,IS,ISL,352,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,90,Total,Units,%,Estimated value,,,15 years old
Iceland,IS,ISL,352,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,85,Total,Units,%,Estimated value,,,15 years old
Iceland,IS,ISL,352,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,84,Total,Units,%,Estimated value,,,15 years old
Indonesia,ID,IDN,360,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,3,Total,Units,%,Estimated value,,,15 years old
Indonesia,ID,IDN,360,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,4,Total,Units,%,Estimated value,,,15 years old
Indonesia,ID,IDN,360,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,0.7,Total,Units,%,Estimated value,,,15 years old
Indonesia,ID,IDN,360,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,4,Total,Units,%,Estimated value,,,15 years old
Indonesia,ID,IDN,360,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,4,Total,Units,%,Estimated value,,,15 years old
Indonesia,ID,IDN,360,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,7,Total,Units,%,Estimated value,,,15 years old
Indonesia,ID,IDN,360,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,29,Total,Units,%,Estimated value,,,15 years old
Ireland,IE,IRL,372,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,82,Total,Units,%,Estimated value,,,15 years old
Ireland,IE,IRL,372,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,86,Total,Units,%,Estimated value,,,15 years old
Ireland,IE,IRL,372,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,86,Total,Units,%,Estimated value,,,15 years old
Ireland,IE,IRL,372,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,84,Total,Units,%,Estimated value,,,15 years old
Ireland,IE,IRL,372,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,87,Total,Units,%,Estimated value,,,15 years old
Ireland,IE,IRL,372,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,74,Total,Units,%,Estimated value,,,15 years old
Ireland,IE,IRL,372,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,54,Total,Units,%,Estimated value,,,15 years old
Ireland,IE,IRL,372,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,65,Total,Units,%,Estimated value,,,15 years old
Ireland,IE,IRL,372,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,71,Total,Units,%,Estimated value,,,15 years old
Ireland,IE,IRL,372,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,79,Total,Units,%,Estimated value,,,15 years old
Ireland,IE,IRL,372,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,72,Total,Units,%,Estimated value,,,15 years old
Ireland,IE,IRL,372,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,79,Total,Units,%,Estimated value,,,15 years old
Ireland,IE,IRL,372,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,84,Total,Units,%,Estimated value,,,15 years old
Israel,IL,ISR,376,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,51,Total,Units,%,Estimated value,,,15 years old
Israel,IL,ISR,376,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,52,Total,Units,%,Estimated value,,,15 years old
Israel,IL,ISR,376,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,57,Total,Units,%,Estimated value,,,15 years old
Israel,IL,ISR,376,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,50,Total,Units,%,Estimated value,,,15 years old
Israel,IL,ISR,376,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,52,Total,Units,%,Estimated value,,,15 years old
Israel,IL,ISR,376,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,54,Total,Units,%,Estimated value,,,15 years old
Israel,IL,ISR,376,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,55,Total,Units,%,Estimated value,,,15 years old
Israel,IL,ISR,376,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,55,Total,Units,%,Estimated value,,,15 years old
Israel,IL,ISR,376,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,57,Total,Units,%,Estimated value,,,15 years old
Israel,IL,ISR,376,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,60,Total,Units,%,Estimated value,,,15 years old
Italy,IT,ITA,380,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2010,44,Total,Units,%,Estimated value,,,15 years old
Italy,IT,ITA,380,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,52,Total,Units,%,Estimated value,,,15 years old
Italy,IT,ITA,380,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,54,Total,Units,%,Estimated value,,,15 years old
Italy,IT,ITA,380,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,55,Total,Units,%,Estimated value,,,15 years old
